국가,연도,평균 사망률,평균 의료 인력 수,1인당 보건지출,평군 소비량,평균 판매량,평균 치료비,평균 복지 비용(G$)
한국,2009,31.73142857142857,157173.5,1712.75048828,42.91818181818182,14736.8,12315.773333333333,7648.829999999999
한국,2010,31.257142857142856,163453.5,1878.5135498,41.88181818181818,17573.3,15309.893333333333,9036.81
한국,2011,30.03142857142857,168243.0,1961.46411133,39.22727272727273,19900.7,17235.676666666666,9776.52
한국,2012,29.360000000000003,173181.5,2063.65405273,40.054545454545455,19289.9,18232.49,10607.4
한국,2013,27.61714285714286,185455.0,2143.08325195,48.46363636363637,20600.1,20309.586666666666,12061.28
한국,2014,26.445714285714285,197270.0,2293.31298828,57.0,22481.2,22959.040000000005,13652.8
한국,2015,25.614285714285714,208727.5,2531.3984375,52.554545454545455,21758.1,23459.00333333333,14066.88
한국,2016,36.53333333333333,233564.5,2748.36791992,37.18181818181818,21876.6,24978.906666666666,14850.0
한국,2017,36.583333333333336,238755.0,2929.06567383,37.77272727272727,23834.8,27925.539999999997,16395.329999999998
한국,2018,37.577777777777776,248415.5,3213.66333008,39.08181818181818,26262.7,31638.316666666666,18632.160000000003
헝가리,2000,78.75428571428571,40635.0,802.87536621,42.64,812.4,621.2266666666667,948.72
헝가리,2001,72.52571428571429,42842.5,900.85308838,40.95454545454545,958.8,709.2766666666666,1063.26
헝가리,2002,72.30857142857144,45086.5,1032.77502441,42.41818181818182,1270.7,949.4599999999999,1406.08
헝가리,2003,73.30285714285714,45673.0,1254.00598145,44.85454545454546,1625.8,1408.3266666666666,1859.54
헝가리,2004,71.02285714285715,46063.0,1259.80566406,45.6,1892.7,1612.2633333333335,2194.4
헝가리,2005,71.02285714285715,44023.5,1364.59936523,45.77272727272727,2282.2,1756.0666666666668,2474.7
헝가리,2006,67.32571428571428,46494.5,1427.43591309,47.77272727272727,2435.0,1722.4700000000003,2554.76
헝가리,2007,66.35142857142857,44009.0,1372.69396973,34.25454545454546,2266.4,1947.17,3136.0
헝가리,2008,63.81428571428572,46403.5,1467.76757813,33.50909090909091,2505.3,2135.92,3588.87
헝가리,2009,63.074285714285715,46274.0,1496.83361816,36.336363636363636,2359.1,1770.1633333333332,3047.6400000000003
헝가리,2010,61.51714285714286,45387.0,1618.28845215,39.481818181818184,2395.5,1872.0533333333335,3033.7000000000003
헝가리,2011,59.651428571428575,45707.5,1720.48937988,41.58181818181818,2563.0,1962.7866666666666,3162.1400000000003
헝가리,2012,58.84571428571428,46691.5,1722.2578125,41.96363636363637,1974.9,1827.2633333333333,2904.1000000000004
헝가리,2013,56.52285714285714,47668.5,1773.08557129,42.78181818181818,1923.0,1946.3566666666666,3005.88
헝가리,2014,55.53142857142857,48040.0,1808.3972168,44.31818181818182,1904.3,1968.8433333333332,3027.2000000000003
헝가리,2015,56.28285714285715,47079.5,1834.95361328,44.97272727272727,1669.7,1701.9033333333334,2552.0399999999995
헝가리,2016,53.82857142857143,47336.5,1949.05249023,46.43636363636364,1772.0,1776.8799999999999,2608.55
