"국가별","시점","항목",데이터
"독일","2007","간호사",898000
"독일","2007","- 천명당 간호사",10.9
"독일","2008","의사",290723
"독일","2008","- 천명당 의사",3.5
"독일","2008","약사",49904
"독일","2008","- 천명당 약사",0.6
"독일","2008","치과의사",64938
"독일","2008","- 천명당 치과의사",0.8
"독일","2008","간호사",914000
"독일","2008","- 천명당 간호사",11.1
"독일","2009","의사",296400
"독일","2009","- 천명당 의사",3.6
"독일","2009","약사",49892
"독일","2009","- 천명당 약사",0.6
"독일","2009","치과의사",65726
"독일","2009","- 천명당 치과의사",0.8
"독일","2009","간호사",935000
"독일","2009","- 천명당 간호사",11.4
"독일","2010","의사",303645
"독일","2010","- 천명당 의사",3.7
"독일","2010","약사",50604
"독일","2010","- 천명당 약사",0.6
"독일","2010","치과의사",66427
"독일","2010","- 천명당 치과의사",0.8
"독일","2010","간호사",942000
"독일","2010","- 천명당 간호사",11.5
"독일","2011","의사",311223
"독일","2011","- 천명당 의사",3.9
"독일","2011","약사",50656
"독일","2011","- 천명당 약사",0.6
"독일","2011","치과의사",66974
"독일","2011","- 천명당 치과의사",0.8
"독일","2011","간호사",953000
"독일","2011","- 천명당 간호사",11.9
"독일","2012","의사",317390
"독일","2012","- 천명당 의사",4.0
"독일","2012","약사",50456
"독일","2012","- 천명당 약사",0.6
"독일","2012","치과의사",67812
"독일","2012","- 천명당 치과의사",0.8
"독일","2012","간호사",962000
"독일","2012","- 천명당 간호사",12.0
"독일","2013","의사",325407
"독일","2013","- 천명당 의사",4.0
"독일","2013","약사",51431
"독일","2013","- 천명당 약사",0.6
"독일","2013","치과의사",68329
"독일","2013","- 천명당 치과의사",0.9
"독일","2013","간호사",995000
"독일","2013","- 천명당 간호사",12.3
"독일","2014","의사",332695
"독일","2014","- 천명당 의사",4.1
"독일","2014","약사",52004
"독일","2014","- 천명당 약사",0.6
"독일","2014","치과의사",69216
"독일","2014","- 천명당 치과의사",0.9
"독일","2014","간호사",1016000
"독일","2014","- 천명당 간호사",12.6
"독일","2015","의사",338129
"독일","2015","- 천명당 의사",4.1
"독일","2015","약사",52568
"독일","2015","- 천명당 약사",0.6
"독일","2015","치과의사",69971
"독일","2015","- 천명당 치과의사",0.9
"독일","2015","간호사",1033000
"독일","2015","- 천명당 간호사",12.7
"독일","2016","의사",344755
"독일","2016","- 천명당 의사",4.2
"독일","2016","약사",52430
"독일","2016","- 천명당 약사",0.6
"독일","2016","치과의사",70500
"독일","2016","- 천명당 치과의사",0.9
"독일","2016","간호사",1056000
"독일","2016","- 천명당 간호사",12.8
"독일","2017","의사",351195
"독일","2017","- 천명당 의사",4.3
"독일","2017","약사",53480
"독일","2017","- 천명당 약사",0.7
"독일","2017","치과의사",70786
"독일","2017","- 천명당 치과의사",0.9
"독일","2017","간호사",1085000
"독일","2017","- 천명당 간호사",13.1
"독일","2018","의사",357401
"독일","2018","- 천명당 의사",4.3
"독일","2018","약사",54493
"독일","2018","- 천명당 약사",0.7
"독일","2018","치과의사",71093
"독일","2018","- 천명당 치과의사",0.9
"독일","2018","간호사",1145000
"독일","2018","- 천명당 간호사",13.8
"독일","2019","의사",365100
"독일","2019","- 천명당 의사",4.4
"독일","2019","약사",55415
"독일","2019","- 천명당 약사",0.7
"독일","2019","치과의사",71040
"독일","2019","- 천명당 치과의사",0.9
"독일","2019","간호사",1159000
"독일","2019","- 천명당 간호사",14.0
"독일","2020","의사",371562
"독일","2020","- 천명당 의사",4.5
"그리스","1999","간호사",28452
"그리스","1999","- 천명당 간호사",2.6
"그리스","2000","간호사",29704
"그리스","2000","- 천명당 간호사",2.8
"그리스","2001","간호사",32068
"그리스","2001","- 천명당 간호사",3.0
"그리스","2002","간호사",36063
"그리스","2002","- 천명당 간호사",3.3
"그리스","2003","간호사",36319
"그리스","2003","- 천명당 간호사",3.3
"그리스","2004","간호사",36133
"그리스","2004","- 천명당 간호사",3.3
"그리스","2005","간호사",36666
"그리스","2005","- 천명당 간호사",3.3
"그리스","2006","간호사",35797
"그리스","2006","- 천명당 간호사",3.3
"그리스","2007","간호사",35658
"그리스","2007","- 천명당 간호사",3.2
"그리스","2008","간호사",36197
"그리스","2008","- 천명당 간호사",3.3
"그리스","2009","간호사",37306
"그리스","2009","- 천명당 간호사",3.4
"그리스","2010","간호사",38422
"그리스","2010","- 천명당 간호사",3.5
"그리스","2011","간호사",38530
"그리스","2011","- 천명당 간호사",3.5
"그리스","2012","간호사",36883
"그리스","2012","- 천명당 간호사",3.3
"그리스","2013","간호사",36103
"그리스","2013","- 천명당 간호사",3.3
"그리스","2014","간호사",35223
"그리스","2014","- 천명당 간호사",3.2
"그리스","2015","간호사",34718
"그리스","2015","- 천명당 간호사",3.2
"그리스","2016","간호사",35019
"그리스","2016","- 천명당 간호사",3.3
"그리스","2017","간호사",35592
"그리스","2017","- 천명당 간호사",3.3
"그리스","2018","간호사",36118
"그리스","2018","- 천명당 간호사",3.4
"그리스","2019","간호사",36251
"그리스","2019","- 천명당 간호사",3.4
"헝가리","1998","의사",31638
"헝가리","1998","- 천명당 의사",3.1
"헝가리","1998","약사",4789
"헝가리","1998","- 천명당 약사",0.5
"헝가리","1998","치과의사",4505
"헝가리","1998","- 천명당 치과의사",0.4
"헝가리","1998","간호사",56150
"헝가리","1998","- 천명당 간호사",5.5
"헝가리","1999","의사",31775
"헝가리","1999","- 천명당 의사",3.1
"헝가리","1999","약사",4762
"헝가리","1999","- 천명당 약사",0.5
"헝가리","1999","치과의사",4611
"헝가리","1999","- 천명당 치과의사",0.5
"헝가리","1999","간호사",54997
"헝가리","1999","- 천명당 간호사",5.4
"헝가리","2000","의사",27390
"헝가리","2000","- 천명당 의사",2.7
"헝가리","2000","약사",4905
"헝가리","2000","- 천명당 약사",0.5
"헝가리","2000","치과의사",3305
"헝가리","2000","- 천명당 치과의사",0.3
"헝가리","2000","간호사",53880
"헝가리","2000","- 천명당 간호사",5.3
"헝가리","2001","의사",29448
"헝가리","2001","- 천명당 의사",2.9
"헝가리","2001","약사",5024
"헝가리","2001","- 천명당 약사",0.5
"헝가리","2001","치과의사",3640
"헝가리","2001","- 천명당 치과의사",0.4
"헝가리","2001","간호사",56237
"헝가리","2001","- 천명당 간호사",5.5
"헝가리","2002","의사",32452
"헝가리","2002","- 천명당 의사",3.2
"헝가리","2002","약사",5070
"헝가리","2002","- 천명당 약사",0.5
"헝가리","2002","치과의사",4843
"헝가리","2002","- 천명당 치과의사",0.5
"헝가리","2002","간호사",57721
"헝가리","2002","- 천명당 간호사",5.7
"헝가리","2003","의사",32889
"헝가리","2003","- 천명당 의사",3.3
"헝가리","2003","약사",5125
"헝가리","2003","- 천명당 약사",0.5
"헝가리","2003","치과의사",5352
"헝가리","2003","- 천명당 치과의사",0.5
"헝가리","2003","간호사",58457
"헝가리","2003","- 천명당 간호사",5.8
"헝가리","2004","의사",33727
"헝가리","2004","- 천명당 의사",3.3
"헝가리","2004","약사",5156
"헝가리","2004","- 천명당 약사",0.5
"헝가리","2004","치과의사",5150
"헝가리","2004","- 천명당 치과의사",0.5
"헝가리","2004","간호사",58399
"헝가리","2004","- 천명당 간호사",5.8
"헝가리","2005","의사",28055
"헝가리","2005","- 천명당 의사",2.8
"헝가리","2005","약사",5313
"헝가리","2005","- 천명당 약사",0.5
"헝가리","2005","치과의사",4508
"헝가리","2005","- 천명당 치과의사",0.5
"헝가리","2005","간호사",59992
"헝가리","2005","- 천명당 간호사",6.0
"헝가리","2006","의사",30575
"헝가리","2006","- 천명당 의사",3.0
"헝가리","2006","약사",5364
"헝가리","2006","- 천명당 약사",0.5
"헝가리","2006","치과의사",4997
"헝가리","2006","- 천명당 치과의사",0.5
"헝가리","2006","간호사",62414
"헝가리","2006","- 천명당 간호사",6.2
"헝가리","2007","의사",28189
"헝가리","2007","- 천명당 의사",2.8
"헝가리","2007","약사",5483
"헝가리","2007","- 천명당 약사",0.6
"헝가리","2007","치과의사",4013
"헝가리","2007","- 천명당 치과의사",0.4
"헝가리","2007","간호사",59829
"헝가리","2007","- 천명당 간호사",6.0
"헝가리","2008","의사",31024
"헝가리","2008","- 천명당 의사",3.1
"헝가리","2008","약사",5773
"헝가리","2008","- 천명당 약사",0.6
"헝가리","2008","치과의사",5064
"헝가리","2008","- 천명당 치과의사",0.5
"헝가리","2008","간호사",61783
"헝가리","2008","- 천명당 간호사",6.2
"헝가리","2009","의사",30276
"헝가리","2009","- 천명당 의사",3.0
"헝가리","2009","약사",5731
"헝가리","2009","- 천명당 약사",0.6
"헝가리","2009","치과의사",4920
"헝가리","2009","- 천명당 치과의사",0.5
"헝가리","2009","간호사",62272
"헝가리","2009","- 천명당 간호사",6.2
"헝가리","2010","의사",28686
"헝가리","2010","- 천명당 의사",2.9
"헝가리","2010","약사",5821
"헝가리","2010","- 천명당 약사",0.6
"헝가리","2010","치과의사",5257
"헝가리","2010","- 천명당 치과의사",0.5
"헝가리","2010","간호사",62088
"헝가리","2010","- 천명당 간호사",6.2
"헝가리","2011","의사",29500
"헝가리","2011","- 천명당 의사",3.0
"헝가리","2011","약사",5741
"헝가리","2011","- 천명당 약사",0.6
"헝가리","2011","치과의사",5236
"헝가리","2011","- 천명당 치과의사",0.5
"헝가리","2011","간호사",61915
"헝가리","2011","- 천명당 간호사",6.2
"헝가리","2012","의사",30641
"헝가리","2012","- 천명당 의사",3.1
"헝가리","2012","약사",5683
"헝가리","2012","- 천명당 약사",0.6
"헝가리","2012","치과의사",5609
"헝가리","2012","- 천명당 치과의사",0.6
"헝가리","2012","간호사",62742
"헝가리","2012","- 천명당 간호사",6.3
"헝가리","2013","의사",31748
"헝가리","2013","- 천명당 의사",3.2
"헝가리","2013","약사",7524
"헝가리","2013","- 천명당 약사",0.8
"헝가리","2013","치과의사",5963
"헝가리","2013","- 천명당 치과의사",0.6
"헝가리","2013","간호사",63589
"헝가리","2013","- 천명당 간호사",6.4
"헝가리","2014","의사",32791
"헝가리","2014","- 천명당 의사",3.3
"헝가리","2014","약사",7594
"헝가리","2014","- 천명당 약사",0.8
"헝가리","2014","치과의사",6203
"헝가리","2014","- 천명당 치과의사",0.6
"헝가리","2014","간호사",63289
"헝가리","2014","- 천명당 간호사",6.4
"헝가리","2015","의사",30486
"헝가리","2015","- 천명당 의사",3.1
"헝가리","2015","약사",7039
"헝가리","2015","- 천명당 약사",0.7
"헝가리","2015","치과의사",5936
"헝가리","2015","- 천명당 치과의사",0.6
"헝가리","2015","간호사",63673
"헝가리","2015","- 천명당 간호사",6.5
"헝가리","2016","의사",31515
"헝가리","2016","- 천명당 의사",3.2
"헝가리","2016","약사",7353
"헝가리","2016","- 천명당 약사",0.8
"헝가리","2016","치과의사",6083
"헝가리","2016","- 천명당 치과의사",0.6
"헝가리","2016","간호사",63158
"헝가리","2016","- 천명당 간호사",6.4
"헝가리","2017","의사",32543
"헝가리","2017","- 천명당 의사",3.3
"헝가리","2017","약사",7557
"헝가리","2017","- 천명당 약사",0.8
"헝가리","2017","치과의사",6589
"헝가리","2017","- 천명당 치과의사",0.7
"헝가리","2017","간호사",63739
"헝가리","2017","- 천명당 간호사",6.5
"헝가리","2018","의사",33078
"헝가리","2018","- 천명당 의사",3.4
"헝가리","2018","약사",7842
"헝가리","2018","- 천명당 약사",0.8
"헝가리","2018","치과의사",6870
"헝가리","2018","- 천명당 치과의사",0.7
"헝가리","2018","간호사",64695
"헝가리","2018","- 천명당 간호사",6.6
"헝가리","2019","의사",34137
"헝가리","2019","- 천명당 의사",3.5
"헝가리","2019","약사",8123
"헝가리","2019","- 천명당 약사",0.8
"헝가리","2019","치과의사",7145
"헝가리","2019","- 천명당 치과의사",0.7
"헝가리","2019","간호사",64722
"헝가리","2019","- 천명당 간호사",6.6
"아이슬란드","1998","의사",909
"아이슬란드","1998","- 천명당 의사",3.3
"아이슬란드","1998","치과의사",271
"아이슬란드","1998","- 천명당 치과의사",1.0
"아이슬란드","1998","간호사",3701
"아이슬란드","1998","- 천명당 간호사",13.5
"아이슬란드","1999","의사",938
"아이슬란드","1999","- 천명당 의사",3.4
"아이슬란드","1999","치과의사",278
"아이슬란드","1999","- 천명당 치과의사",1.0
"아이슬란드","1999","간호사",3717
"아이슬란드","1999","- 천명당 간호사",13.4
"아이슬란드","2000","의사",968
"아이슬란드","2000","- 천명당 의사",3.4
"아이슬란드","2000","치과의사",283
"아이슬란드","2000","- 천명당 치과의사",1.0
"아이슬란드","2000","간호사",3728
"아이슬란드","2000","- 천명당 간호사",13.3
"아이슬란드","2001","의사",990
"아이슬란드","2001","- 천명당 의사",3.5
"아이슬란드","2001","치과의사",285
"아이슬란드","2001","- 천명당 치과의사",1.0
"아이슬란드","2001","간호사",3745
"아이슬란드","2001","- 천명당 간호사",13.1
"아이슬란드","2002","의사",1029
"아이슬란드","2002","- 천명당 의사",3.6
"아이슬란드","2002","치과의사",288
"아이슬란드","2002","- 천명당 치과의사",1.0
"아이슬란드","2002","간호사",3816
"아이슬란드","2002","- 천명당 간호사",13.3
"아이슬란드","2003","의사",1047
"아이슬란드","2003","- 천명당 의사",3.6
"아이슬란드","2003","치과의사",288
"아이슬란드","2003","- 천명당 치과의사",1.0
"아이슬란드","2003","간호사",3948
"아이슬란드","2003","- 천명당 간호사",13.6
"아이슬란드","2004","의사",1056
"아이슬란드","2004","- 천명당 의사",3.6
"아이슬란드","2004","치과의사",287
"아이슬란드","2004","- 천명당 치과의사",1.0
"아이슬란드","2004","간호사",3999
"아이슬란드","2004","- 천명당 간호사",13.7
"아이슬란드","2005","의사",1072
"아이슬란드","2005","- 천명당 의사",3.6
"아이슬란드","2005","치과의사",289
"아이슬란드","2005","- 천명당 치과의사",1.0
"아이슬란드","2005","간호사",4146
"아이슬란드","2005","- 천명당 간호사",14.0
"아이슬란드","2006","의사",1095
"아이슬란드","2006","- 천명당 의사",3.6
"아이슬란드","2006","치과의사",286
"아이슬란드","2006","- 천명당 치과의사",0.9
"아이슬란드","2006","간호사",4167
"아이슬란드","2006","- 천명당 간호사",13.7
"아이슬란드","2007","의사",1126
"아이슬란드","2007","- 천명당 의사",3.6
"아이슬란드","2007","약사",160
"아이슬란드","2007","- 천명당 약사",0.5
"아이슬란드","2007","치과의사",294
"아이슬란드","2007","- 천명당 치과의사",0.9
"아이슬란드","2007","간호사",4361
"아이슬란드","2007","- 천명당 간호사",14.0
"아이슬란드","2008","의사",1156
"아이슬란드","2008","- 천명당 의사",3.6
"아이슬란드","2008","약사",164
"아이슬란드","2008","- 천명당 약사",0.5
"아이슬란드","2008","치과의사",301
"아이슬란드","2008","- 천명당 치과의사",1.0
"아이슬란드","2008","간호사",4726
"아이슬란드","2008","- 천명당 간호사",14.9
"아이슬란드","2009","의사",1162
"아이슬란드","2009","- 천명당 의사",3.7
"아이슬란드","2009","약사",163
"아이슬란드","2009","- 천명당 약사",0.5
"아이슬란드","2009","치과의사",294
"아이슬란드","2009","- 천명당 치과의사",0.9
"아이슬란드","2009","간호사",4871
"아이슬란드","2009","- 천명당 간호사",15.3
"아이슬란드","2010","의사",1142
"아이슬란드","2010","- 천명당 의사",3.6
"아이슬란드","2010","약사",155
"아이슬란드","2010","- 천명당 약사",0.5
"아이슬란드","2010","치과의사",299
"아이슬란드","2010","- 천명당 치과의사",0.9
"아이슬란드","2010","간호사",4625
"아이슬란드","2010","- 천명당 간호사",14.5
"아이슬란드","2011","의사",1118
"아이슬란드","2011","- 천명당 의사",3.5
"아이슬란드","2011","약사",157
"아이슬란드","2011","- 천명당 약사",0.5
"아이슬란드","2011","치과의사",283
"아이슬란드","2011","- 천명당 치과의사",0.9
"아이슬란드","2011","간호사",4728
"아이슬란드","2011","- 천명당 간호사",14.8
"아이슬란드","2012","의사",1142
"아이슬란드","2012","- 천명당 의사",3.6
"아이슬란드","2012","약사",149
"아이슬란드","2012","- 천명당 약사",0.5
"아이슬란드","2012","치과의사",270
"아이슬란드","2012","- 천명당 치과의사",0.8
"아이슬란드","2012","간호사",4863
"아이슬란드","2012","- 천명당 간호사",15.2
"아이슬란드","2013","의사",1168
"아이슬란드","2013","- 천명당 의사",3.6
"아이슬란드","2013","약사",153
"아이슬란드","2013","- 천명당 약사",0.5
"아이슬란드","2013","치과의사",272
"아이슬란드","2013","- 천명당 치과의사",0.8
"아이슬란드","2013","간호사",5003
"아이슬란드","2013","- 천명당 간호사",15.5
"아이슬란드","2014","의사",1193
"아이슬란드","2014","- 천명당 의사",3.6
"아이슬란드","2014","약사",153
"아이슬란드","2014","- 천명당 약사",0.5
"아이슬란드","2014","치과의사",274
"아이슬란드","2014","- 천명당 치과의사",0.8
"아이슬란드","2014","간호사",5019
"아이슬란드","2014","- 천명당 간호사",15.3
"아이슬란드","2015","의사",1249
"아이슬란드","2015","- 천명당 의사",3.8
"아이슬란드","2015","약사",160
"아이슬란드","2015","- 천명당 약사",0.5
"아이슬란드","2015","치과의사",278
"아이슬란드","2015","- 천명당 치과의사",0.8
"아이슬란드","2015","간호사",5112
"아이슬란드","2015","- 천명당 간호사",15.5
"아이슬란드","2016","의사",1292
"아이슬란드","2016","- 천명당 의사",3.9
"아이슬란드","2016","약사",166
"아이슬란드","2016","- 천명당 약사",0.5
"아이슬란드","2016","치과의사",278
"아이슬란드","2016","- 천명당 치과의사",0.8
"아이슬란드","2016","간호사",4770
"아이슬란드","2016","- 천명당 간호사",14.2
"아이슬란드","2017","의사",1330
"아이슬란드","2017","- 천명당 의사",3.9
"아이슬란드","2017","약사",171
"아이슬란드","2017","- 천명당 약사",0.5
"아이슬란드","2017","치과의사",279
"아이슬란드","2017","- 천명당 치과의사",0.8
"아이슬란드","2017","간호사",4978
"아이슬란드","2017","- 천명당 간호사",14.5
"아이슬란드","2018","의사",1373
"아이슬란드","2018","- 천명당 의사",3.9
"아이슬란드","2018","약사",182
"아이슬란드","2018","- 천명당 약사",0.5
"아이슬란드","2018","치과의사",289
"아이슬란드","2018","- 천명당 치과의사",0.8
"아이슬란드","2018","간호사",5174
"아이슬란드","2018","- 천명당 간호사",14.7
"아이슬란드","2019","의사",1404
"아이슬란드","2019","- 천명당 의사",3.9
"아이슬란드","2019","약사",194
"아이슬란드","2019","- 천명당 약사",0.5
"아이슬란드","2019","치과의사",285
"아이슬란드","2019","- 천명당 치과의사",0.8
"아이슬란드","2019","간호사",5539
"아이슬란드","2019","- 천명당 간호사",15.4
"아이슬란드","2020","약사",208
"아이슬란드","2020","- 천명당 약사",0.6
"아이슬란드","2020","치과의사",290
"아이슬란드","2020","- 천명당 치과의사",0.8
"아이슬란드","2020","간호사",5727
"아이슬란드","2020","- 천명당 간호사",15.7
"아일랜드","2011","의사",12215
"아일랜드","2011","- 천명당 의사",2.7
"아일랜드","2012","의사",12450
"아일랜드","2012","- 천명당 의사",2.7
"아일랜드","2013","의사",12367
"아일랜드","2013","- 천명당 의사",2.7
"아일랜드","2014","의사",14029
"아일랜드","2014","- 천명당 의사",3.0
"아일랜드","2015","의사",14666
"아일랜드","2015","- 천명당 의사",3.1
"아일랜드","2016","의사",15178
"아일랜드","2016","- 천명당 의사",3.2
"아일랜드","2017","의사",15660
"아일랜드","2017","- 천명당 의사",3.3
"아일랜드","2018","의사",15962
"아일랜드","2018","- 천명당 의사",3.3
"아일랜드","2019","의사",16366
"아일랜드","2019","- 천명당 의사",3.3
"아일랜드","2019","약사",5299
"아일랜드","2019","- 천명당 약사",1.1
"아일랜드","2020","의사",17231
"아일랜드","2020","- 천명당 의사",3.5
"이탈리아","2000","의사",196074
"이탈리아","2000","- 천명당 의사",3.4
"이탈리아","2001","의사",199794
"이탈리아","2001","- 천명당 의사",3.5
"이탈리아","2002","의사",203479
"이탈리아","2002","- 천명당 의사",3.6
"이탈리아","2003","의사",208093
"이탈리아","2003","- 천명당 의사",3.6
"이탈리아","2003","간호사",300365
"이탈리아","2003","- 천명당 간호사",5.2
"이탈리아","2004","의사",213302
"이탈리아","2004","- 천명당 의사",3.7
"이탈리아","2004","간호사",295232
"이탈리아","2004","- 천명당 간호사",5.1
"이탈리아","2005","의사",215739
"이탈리아","2005","- 천명당 의사",3.7
"이탈리아","2005","간호사",288412
"이탈리아","2005","- 천명당 간호사",5.0
"이탈리아","2006","의사",216519
"이탈리아","2006","- 천명당 의사",3.7
"이탈리아","2006","간호사",298849
"이탈리아","2006","- 천명당 간호사",5.1
"이탈리아","2007","의사",221782
"이탈리아","2007","- 천명당 의사",3.8
"이탈리아","2007","간호사",307700
"이탈리아","2007","- 천명당 간호사",5.3
"이탈리아","2008","의사",222761
"이탈리아","2008","- 천명당 의사",3.8
"이탈리아","2008","간호사",309323
"이탈리아","2008","- 천명당 간호사",5.3
"이탈리아","2009","의사",223997
"이탈리아","2009","- 천명당 의사",3.8
"이탈리아","2009","간호사",310530
"이탈리아","2009","- 천명당 간호사",5.3
"이탈리아","2010","의사",226384
"이탈리아","2010","- 천명당 의사",3.8
"이탈리아","2010","간호사",310005
"이탈리아","2010","- 천명당 간호사",5.2
"이탈리아","2011","의사",231481
"이탈리아","2011","- 천명당 의사",3.9
"이탈리아","2011","간호사",308902
"이탈리아","2011","- 천명당 간호사",5.2
"이탈리아","2012","의사",230621
"이탈리아","2012","- 천명당 의사",3.9
"이탈리아","2012","간호사",304197
"이탈리아","2012","- 천명당 간호사",5.1
"이탈리아","2013","의사",234918
"이탈리아","2013","- 천명당 의사",3.9
"이탈리아","2013","약사",68474
"이탈리아","2013","- 천명당 약사",1.1
"이탈리아","2013","치과의사",47038
"이탈리아","2013","- 천명당 치과의사",0.8
"이탈리아","2013","간호사",306044
"이탈리아","2013","- 천명당 간호사",5.1
"이탈리아","2014","의사",235889
"이탈리아","2014","- 천명당 의사",3.9
"이탈리아","2014","약사",70277
"이탈리아","2014","- 천명당 약사",1.2
"이탈리아","2014","치과의사",47610
"이탈리아","2014","- 천명당 치과의사",0.8
"이탈리아","2014","간호사",320705
"이탈리아","2014","- 천명당 간호사",5.3
"이탈리아","2015","의사",233102
"이탈리아","2015","- 천명당 의사",3.8
"이탈리아","2015","약사",69939
"이탈리아","2015","- 천명당 약사",1.2
"이탈리아","2015","치과의사",47604
"이탈리아","2015","- 천명당 치과의사",0.8
"이탈리아","2015","간호사",330602
"이탈리아","2015","- 천명당 간호사",5.4
"이탈리아","2016","의사",239642
"이탈리아","2016","- 천명당 의사",4.0
"이탈리아","2016","약사",70074
"이탈리아","2016","- 천명당 약사",1.2
"이탈리아","2016","치과의사",48559
"이탈리아","2016","- 천명당 치과의사",0.8
"이탈리아","2016","간호사",337515
"이탈리아","2016","- 천명당 간호사",5.6
"이탈리아","2017","의사",241512
"이탈리아","2017","- 천명당 의사",4.0
"이탈리아","2017","약사",70934
"이탈리아","2017","- 천명당 약사",1.2
"이탈리아","2017","치과의사",49552
"이탈리아","2017","- 천명당 치과의사",0.8
"이탈리아","2017","간호사",351008
"이탈리아","2017","- 천명당 간호사",5.8
"이탈리아","2018","의사",240301
"이탈리아","2018","- 천명당 의사",4.0
"이탈리아","2018","약사",71953
"이탈리아","2018","- 천명당 약사",1.2
"이탈리아","2018","치과의사",50305
"이탈리아","2018","- 천명당 치과의사",0.8
"이탈리아","2018","간호사",346947
"이탈리아","2018","- 천명당 간호사",5.7
"이탈리아","2019","의사",241945
"이탈리아","2019","- 천명당 의사",4.1
"이탈리아","2019","약사",75000
"이탈리아","2019","- 천명당 약사",1.3
"이탈리아","2019","치과의사",51954
"이탈리아","2019","- 천명당 치과의사",0.9
"이탈리아","2019","간호사",367684
"이탈리아","2019","- 천명당 간호사",6.2
"이탈리아","2020","의사",238688
"이탈리아","2020","- 천명당 의사",4.0
"이탈리아","2020","약사",73445
"이탈리아","2020","- 천명당 약사",1.2
"이탈리아","2020","치과의사",51061
"이탈리아","2020","- 천명당 치과의사",0.9
"이탈리아","2020","간호사",362061
"이탈리아","2020","- 천명당 간호사",6.1
"라트비아","1998","의사",6602
"라트비아","1998","- 천명당 의사",2.7
"라트비아","1998","치과의사",997
"라트비아","1998","- 천명당 치과의사",0.4
"라트비아","1998","간호사",10761
"라트비아","1998","- 천명당 간호사",4.5
"라트비아","1999","의사",6495
"라트비아","1999","- 천명당 의사",2.7
"라트비아","1999","치과의사",1122
"라트비아","1999","- 천명당 치과의사",0.5
"라트비아","1999","간호사",11140
"라트비아","1999","- 천명당 간호사",4.7
"라트비아","2000","의사",6819
"라트비아","2000","- 천명당 의사",2.9
"라트비아","2000","치과의사",1237
"라트비아","2000","- 천명당 치과의사",0.5
"라트비아","2000","간호사",10842
"라트비아","2000","- 천명당 간호사",4.6
"라트비아","2001","의사",6281
"라트비아","2001","- 천명당 의사",2.7
"라트비아","2001","치과의사",1240
"라트비아","2001","- 천명당 치과의사",0.5
"라트비아","2001","간호사",10548
"라트비아","2001","- 천명당 간호사",4.5
"라트비아","2002","의사",6443
"라트비아","2002","- 천명당 의사",2.8
"라트비아","2002","치과의사",1261
"라트비아","2002","- 천명당 치과의사",0.6
"라트비아","2002","간호사",10543
"라트비아","2002","- 천명당 간호사",4.6
"라트비아","2003","의사",6478
"라트비아","2003","- 천명당 의사",2.8
"라트비아","2003","약사",1273
"라트비아","2003","- 천명당 약사",0.6
"라트비아","2003","치과의사",1273
"라트비아","2003","- 천명당 치과의사",0.6
"라트비아","2003","간호사",10791
"라트비아","2003","- 천명당 간호사",4.7
"라트비아","2004","의사",6603
"라트비아","2004","- 천명당 의사",2.9
"라트비아","2004","약사",1240
"라트비아","2004","- 천명당 약사",0.6
"라트비아","2004","치과의사",1367
"라트비아","2004","- 천명당 치과의사",0.6
"라트비아","2004","간호사",11035
"라트비아","2004","- 천명당 간호사",4.9
"라트비아","2005","의사",6628
"라트비아","2005","- 천명당 의사",3.0
"라트비아","2005","약사",1279
"라트비아","2005","- 천명당 약사",0.6
"라트비아","2005","치과의사",1421
"라트비아","2005","- 천명당 치과의사",0.6
"라트비아","2005","간호사",11204
"라트비아","2005","- 천명당 간호사",5.0
"라트비아","2006","의사",6719
"라트비아","2006","- 천명당 의사",3.0
"라트비아","2006","약사",1343
"라트비아","2006","- 천명당 약사",0.6
"라트비아","2006","치과의사",1441
"라트비아","2006","- 천명당 치과의사",0.7
"라트비아","2006","간호사",12441
"라트비아","2006","- 천명당 간호사",5.6
"라트비아","2007","의사",6916
"라트비아","2007","- 천명당 의사",3.1
"라트비아","2007","약사",1260
"라트비아","2007","- 천명당 약사",0.6
"라트비아","2007","치과의사",1463
"라트비아","2007","- 천명당 치과의사",0.7
"라트비아","2007","간호사",12174
"라트비아","2007","- 천명당 간호사",5.5
"라트비아","2008","의사",7040
"라트비아","2008","- 천명당 의사",3.2
"라트비아","2008","약사",1340
"라트비아","2008","- 천명당 약사",0.6
"라트비아","2008","치과의사",1515
"라트비아","2008","- 천명당 치과의사",0.7
"라트비아","2008","간호사",12090
"라트비아","2008","- 천명당 간호사",5.6
"라트비아","2009","의사",6753
"라트비아","2009","- 천명당 의사",3.2
"라트비아","2009","약사",1362
"라트비아","2009","- 천명당 약사",0.6
"라트비아","2009","치과의사",1510
"라트비아","2009","- 천명당 치과의사",0.7
"라트비아","2009","간호사",10484
"라트비아","2009","- 천명당 간호사",4.9
"라트비아","2010","의사",6517
"라트비아","2010","- 천명당 의사",3.1
"라트비아","2010","약사",1433
"라트비아","2010","- 천명당 약사",0.7
"라트비아","2010","치과의사",1488
"라트비아","2010","- 천명당 치과의사",0.7
"라트비아","2010","간호사",10514
"라트비아","2010","- 천명당 간호사",5.0
"라트비아","2011","의사",6456
"라트비아","2011","- 천명당 의사",3.1
"라트비아","2011","약사",1358
"라트비아","2011","- 천명당 약사",0.7
"라트비아","2011","치과의사",1456
"라트비아","2011","- 천명당 치과의사",0.7
"라트비아","2011","간호사",10206
"라트비아","2011","- 천명당 간호사",5.0
"라트비아","2012","의사",6396
